Date,Time,Latitude,Logitude,Earthquake Depth in KM,Magnitude,Magnitude Type,Gap,Place,Type
2013/05/23,2013/05/23T10:47:42.820Z,39.181,140.795,29.2,4.6,mb,134,"eastern Honshu, Japan",earthquake
2013/05/23,2013/05/23T01:30:07.250Z,25.162,124.394,118.5,4.8,mb,72,"90km WNW of Hirara, Japan",earthquake
2013/05/21,2013/05/21T14:51:48.110Z,45.135,142.837,272.5,5.1,mb,116.4,"83km ESE of Makubetsu, Japan",earthquake
2013/05/21,2013/05/21T01:04:18.040Z,39.122,144.411,39.4,4.8,mb,111,"216km E of Yamada, Japan",earthquake
2013/05/20,2013/05/20T07:32:11.550Z,36.021,143.704,35,4.5,mb,126.8,"off the east coast of Honshu, Japan",earthquake
2013/05/19,2013/05/19T06:24:06.550Z,36.353,143.352,12.4,4.9,mb,70,"233km ESE of Iwaki, Japan",earthquake
2013/05/18,2013/05/18T15:51:03.120Z,39.652,142.066,65.2,4.7,mb,124.6,"29km E of Miyako, Japan",earthquake
2013/05/18,2013/05/18T09:09:39.620Z,37.751,142.347,31.8,4.5,mb,124,"123km SE of Ishinomaki, Japan",earthquake
2013/05/18,2013/05/18T05:47:59.500Z,37.739,141.471,39,6,mww,14,"50km NE of Namie, Japan",earthquake
2013/05/17,2013/05/17T22:02:25.780Z,37.631,124.531,10,4.8,mb,35.6,"80km WSW of Ongjin, North Korea",earthquake
2013/05/16,2013/05/16T19:20:26.140Z,42.719,143.425,75.9,4.6,mb,130.3,"Hokkaido, Japan region",earthquake
2013/05/16,2013/05/16T08:03:51.000Z,38.704,144.461,35,4.5,mb,136,"225km ESE of Kamaishi, Japan",earthquake
2013/05/16,2013/05/16T07:39:51.290Z,37.155,141.396,35,4.5,mb,173,"32km ENE of Iwaki, Japan",earthquake
2013/05/16,2013/05/16T07:12:29.900Z,36.838,141.17,35,4.8,mb,99,"near the east coast of Honshu, Japan",earthquake
2013/05/16,2013/05/16T05:18:08.460Z,26.798,144.08,10.1,4.7,mb,69,"192km E of Chichi/shima, Japan",earthquake
2013/05/15,2013/05/15T23:46:32.650Z,40.408,141.828,44.6,4.9,mb,90.1,"29km ESE of Hachinohe, Japan",earthquake
2013/05/15,2013/05/15T13:51:42.440Z,46.122,151.129,109.5,5.3,mb,48.6,"272km ENE of Kuril'sk, Russia",earthquake
2013/05/15,2013/05/15T09:35:04.860Z,36.96,140.443,9.9,4.6,mb,128,"14km WNW of Kitaibaraki, Japan",earthquake
2013/05/13,2013/05/13T15:46:45.060Z,48.586,154.872,54.1,4.5,mb,167.5,"249km SSW of Severo/Kuril'sk, Russia",earthquake
2013/05/13,2013/05/13T13:59:29.180Z,36.794,140.514,27.3,4.6,mb,120.2,"14km ENE of Daigo, Japan",earthquake
2013/05/12,2013/05/12T22:42:45.770Z,43.959,147.805,53.8,5.2,mww,53,"88km ENE of Shikotan, Russia",earthquake
2013/05/12,2013/05/12T09:00:39.520Z,46.686,152.586,69.6,4.8,mb,51,Kuril Islands,earthquake
2013/05/11,2013/05/11T03:44:33.990Z,44.637,148.19,35,4.7,mb,167.8,"70km SSE of Kuril'sk, Russia",earthquake
2013/05/10,2013/05/10T02:44:57.100Z,37.721,143.456,23.8,4.5,mb,143.4,"204km ESE of Ishinomaki, Japan",earthquake
2013/05/09,2013/05/09T20:45:35.910Z,46.706,152.715,58.2,4.7,mb,82.6,Kuril Islands,earthquake
2013/05/07,2013/05/07T01:04:19.590Z,37.531,141.82,54.1,4.7,mb,91,"78km E of Namie, Japan",earthquake
2013/05/06,2013/05/06T20:13:27.980Z,29.417,142.396,35,4.8,mb,43.8,"256km N of Chichi/shima, Japan",earthquake
2013/05/06,2013/05/06T13:14:33.860Z,37.412,143.673,11.3,5,mb,72.2,"236km ESE of Ishinomaki, Japan",earthquake
2013/05/04,2013/05/04T18:25:07.610Z,25.991,124.413,200.6,4.6,mb,86,"158km NNW of Hirara, Japan",earthquake
2013/05/04,2013/05/04T12:12:07.210Z,26.705,129.521,27.8,4.5,mb,124,"154km E of Nago, Japan",earthquake
2013/05/04,2013/05/04T08:58:12.220Z,37.466,143.435,34.9,4.5,mb,165,"215km ESE of Ishinomaki, Japan",earthquake
2013/05/03,2013/05/03T16:31:17.270Z,45.95,150.903,108.2,4.5,mb,177.8,Kuril Islands,earthquake
2013/05/02,2013/05/02T13:04:36.440Z,36.484,139.201,21.9,4.5,mb,108.4,"10km NE of Maebashi/shi, Japan",earthquake
2013/05/01,2013/05/01T23:13:05.000Z,34.759,141.65,9.2,5.4,mwb,64,"125km SE of Hasaki, Japan",earthquake
2013/04/29,2013/04/29T13:01:44.710Z,35.702,140.979,35,5.6,mww,42.2,"11km ESE of Hasaki, Japan",earthquake
2013/04/28,2013/04/28T10:24:11.630Z,29.065,142.212,18.6,4.5,mb,111,"219km N of Chichi/shima, Japan",earthquake
2013/04/27,2013/04/27T23:54:24.430Z,36.765,142.055,40.9,4.7,mb,121.3,"108km ESE of Iwaki, Japan",earthquake
2013/04/25,2013/04/25T22:32:53.420Z,50.158,157.515,34.4,5,mb,109.2,"114km ESE of Severo/Kuril'sk, Russia",earthquake
2013/04/25,2013/04/25T22:23:01.630Z,50.105,157.61,45.2,4.9,mb,100.6,"123km ESE of Severo/Kuril'sk, Russia",earthquake
2013/04/25,2013/04/25T07:16:21.800Z,37.063,140.361,27.7,4.5,mb,134,"eastern Honshu, Japan",earthquake
2013/04/24,2013/04/24T23:47:20.400Z,32.631,131.486,67,4.7,mb,112.6,"11km SSE of Takedamachi, Japan",earthquake
2013/04/24,2013/04/24T20:01:15.720Z,44.668,150.535,38.5,4.8,mb,99.1,"208km ESE of Kuril'sk, Russia",earthquake
2013/04/24,2013/04/24T13:23:41.160Z,28.354,142.611,35,4.6,mb,107.4,"146km NNE of Chichi/shima, Japan",earthquake
2013/04/24,2013/04/24T08:18:04.710Z,26.944,126.464,141.4,4.5,mb,57,"Ryukyu Islands, Japan",earthquake
2013/04/24,2013/04/24T06:21:19.170Z,32.396,139.093,221.7,5.2,mb,22,"104km SW of Hachijo/jima, Japan",earthquake
2013/04/24,2013/04/24T00:37:36.020Z,39.984,143.132,32.7,4.5,mb,134.7,"108km ENE of Miyako, Japan",earthquake
2013/04/22,2013/04/22T13:16:17.450Z,50.005,157.408,41.9,5.1,mb,98,"118km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/22,2013/04/22T10:22:44.560Z,50.075,157.491,51.6,5.1,mb,98,"119km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/21,2013/04/21T12:49:03.380Z,50.109,157.183,51.8,4.5,mb,133,"98km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/21,2013/04/21T10:27:36.580Z,37.453,139.953,43.3,4.5,mb,44,"19km SW of Inawashiro, Japan",earthquake
2013/04/21,2013/04/21T06:31:57.780Z,45.983,150.774,97.1,4.5,mb,101,"231km ENE of Kuril'sk, Russia",earthquake
2013/04/21,2013/04/21T03:22:16.220Z,29.933,138.887,421.9,6.1,mww,9.5,"Izu Islands, Japan region",earthquake
2013/04/20,2013/04/20T23:21:29.460Z,35.16,124.447,10,4.8,mb,55.3,"160km WNW of Sinan, South Korea",earthquake
2013/04/20,2013/04/20T13:18:09.290Z,50.059,157.268,12.6,5.3,mb,59.4,"117km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/20,2013/04/20T13:12:50.510Z,50.099,157.148,18,6.1,mww,51.9,"97km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/20,2013/04/20T00:28:50.570Z,50.12,157.516,55.3,4.6,mb,109.2,"119km ESE of Severo/Kuril'sk, Russia",earthquake
2013/04/19,2013/04/19T21:22:33.000Z,50.005,157.528,40.7,4.7,mb,71.8,"124km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/19,2013/04/19T20:12:37.560Z,49.895,157.77,10.1,4.6,mb,89,"146km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/19,2013/04/19T19:59:29.550Z,39.693,143.258,35,5,mb,103,"112km E of Miyako, Japan",earthquake
2013/04/19,2013/04/19T19:58:40.250Z,49.965,157.652,15,6.1,mww,16,"135km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/19,2013/04/19T14:11:10.170Z,35.721,140.848,27.7,4.6,mb,126.7,"6km NE of Hasaki, Japan",earthquake
2013/04/19,2013/04/19T08:46:06.130Z,40.021,142.551,35.4,4.5,mb,48,"66km NE of Miyako, Japan",earthquake
2013/04/19,2013/04/19T03:05:52.650Z,46.221,150.788,110,7.2,mww,10.1,"251km ENE of Kuril'sk, Russia",earthquake
2013/04/18,2013/04/18T23:08:07.100Z,39.922,142.844,44.3,4.6,mb,134.6,"82km ENE of Miyako, Japan",earthquake
2013/04/18,2013/04/18T03:42:48.300Z,31.621,140.36,64.5,4.5,mwr,67,"157km SSE of Hachijo/jima, Japan",earthquake
2013/04/17,2013/04/17T12:03:31.760Z,38.475,141.63,50.5,5.9,mww,21,"15km ENE of Ishinomaki, Japan",earthquake
2013/04/17,2013/04/17T08:57:33.900Z,33.958,139.352,8.8,5.6,mwb,65,"92km SSE of Shimoda, Japan",earthquake
2013/04/17,2013/04/17T08:57:19.690Z,34.061,139.362,10.9,4.9,mb,46,"79km SSE of Shimoda, Japan",earthquake
2013/04/17,2013/04/17T03:22:10.290Z,33.824,139.273,10,4.8,mb,94.2,"Izu Islands, Japan region",earthquake
2013/04/15,2013/04/15T15:09:01.680Z,33.585,141.754,8.8,4.5,mb,114.7,"190km ENE of Hachijo/jima, Japan",earthquake
2013/04/15,2013/04/15T07:15:49.920Z,31.652,140.438,74.3,4.5,mb,53,"174km SSE of Hachijo/jima, Japan",earthquake
2013/04/14,2013/04/14T13:25:02.290Z,37.572,141.307,57.3,5.3,mwb,45.9,"28km ENE of Namie, Japan",earthquake
2013/04/14,2013/04/14T01:22:05.550Z,35.95,139.332,109.1,4.7,mb,41.1,"2km ENE of Morohongo, Japan",earthquake
2013/04/13,2013/04/13T21:23:13.490Z,50.175,157.077,150,4.5,mb,159.7,"80km SE of Severo/Kuril'sk, Russia",earthquake
2013/04/12,2013/04/12T20:33:17.540Z,34.369,134.828,14,5.8,mww,13,"6km WNW of Sumoto, Japan",earthquake
2013/04/12,2013/04/12T05:24:53.250Z,47.367,151.33,159.3,4.7,mb,58,"250km SE of Vostok, Russia",earthquake
2013/04/12,2013/04/12T00:28:29.350Z,34.996,139.923,73,4.6,mb,130.7,"5km ENE of Tateyama, Japan",earthquake
2013/04/11,2013/04/11T03:05:56.080Z,41.535,142.018,60.4,4.6,mb,120.1,"74km ENE of Mutsu, Japan",earthquake
2013/04/10,2013/04/10T05:34:17.290Z,34.082,140.279,120.4,4.6,mb,162,"near the east coast of Honshu, Japan",earthquake
2013/04/10,2013/04/10T04:38:48.150Z,37.504,142.085,52.2,4.6,mb,121,"94km E of Namie, Japan",earthquake
2013/04/09,2013/04/09T13:06:56.480Z,36.858,141.318,31.2,4.6,mb,128.1,"44km ESE of Iwaki, Japan",earthquake
2013/04/09,2013/04/09T08:55:41.480Z,46.792,152.615,46.4,5.1,mb,83,Kuril Islands,earthquake
2013/04/07,2013/04/07T14:09:18.930Z,35.501,140.8,57.8,4.8,mb,81.4,"25km S of Hasaki, Japan",earthquake
2013/04/06,2013/04/06T19:05:53.170Z,31.588,140.348,60,4.8,mb,77.5,"173km SSE of Hachijo/jima, Japan",earthquake
2013/04/06,2013/04/06T00:41:59.140Z,44.739,146.188,175.1,4.5,mb,78.4,"78km NNE of Otrada, Russia",earthquake
2013/04/06,2013/04/06T00:29:55.090Z,42.726,130.976,562.8,5.8,mww,24.8,"14km NW of Zarubino, Russia",earthquake
2013/04/05,2013/04/05T21:52:57.270Z,37.383,144.546,8,5,mb,88.9,"Off the east coast of Honshu, Japan",earthquake
2013/04/05,2013/04/05T20:00:52.770Z,36.762,141.342,48.5,5.4,mb,32,"52km SE of Iwaki, Japan",earthquake
2013/04/05,2013/04/05T19:24:57.380Z,43.444,145.9,98.7,5.1,mb,100,"29km ENE of Nemuro, Japan",earthquake
2013/04/05,2013/04/05T13:00:02.130Z,42.736,131.003,563.3,6.3,mww,16.5,"9km N of Zarubino, Russia",earthquake
2013/04/05,2013/04/05T08:47:22.780Z,36.544,142.54,35,4.5,mb,99.4,"158km ESE of Iwaki, Japan",earthquake
2013/04/04,2013/04/04T18:47:49.850Z,33.064,142.581,13.4,4.9,mb,114.5,"off the east coast of Honshu, Japan",earthquake
2013/04/04,2013/04/04T15:01:13.810Z,48.012,148.661,367.9,4.5,mb,33,"102km S of Vostok, Russia",earthquake
2013/04/04,2013/04/04T04:42:37.820Z,35.705,140.792,10,5,mb,23.7,"4km SW of Hasaki, Japan",earthquake
2013/04/03,2013/04/03T18:41:26.550Z,36.695,144.069,10.4,5.1,mb,47.3,"282km E of Iwaki, Japan",earthquake
2013/04/03,2013/04/03T16:58:13.130Z,36.757,136.79,10.7,4.6,mb,72.2,"11km NNE of Tsubata, Japan",earthquake
2013/04/03,2013/04/03T11:57:04.090Z,26.38,141.198,50.5,4.5,mb,136.1,"Bonin Islands, Japan region",earthquake
2013/04/02,2013/04/02T14:52:47.970Z,39.436,143.385,35.6,4.7,mb,135.1,"123km E of Yamada, Japan",earthquake
2013/04/02,2013/04/02T13:06:02.360Z,39.539,143.234,31.4,4.6,mb,126.9,"110km E of Miyako, Japan",earthquake
2013/04/02,2013/04/02T03:21:03.830Z,39.523,143.288,31.7,4.5,mb,76,"off the east coast of Honshu, Japan",earthquake
2013/04/02,2013/04/02T02:33:30.480Z,39.426,143.311,32,4.5,mb,119,"off the east coast of Honshu, Japan",earthquake
2013/04/02,2013/04/02T02:08:47.760Z,39.506,143.155,16.8,5.5,mww,50.1,"110km E of Miyako, Japan",earthquake
2013/04/01,2013/04/01T20:46:39.140Z,38.563,143.441,10,4.6,mb,135.5,"146km ESE of Kamaishi, Japan",earthquake
2013/04/01,2013/04/01T20:09:56.810Z,39.448,143.549,10,4.6,mb,180.1,"137km E of Yamada, Japan",earthquake
2013/04/01,2013/04/01T20:07:18.970Z,39.521,143.342,10,4.7,mb,135,"117km E of Yamada, Japan",earthquake
2013/04/01,2013/04/01T20:04:32.370Z,39.54,143.066,15.6,5.1,mb,122.9,"103km E of Miyako, Japan",earthquake
2013/04/01,2013/04/01T19:12:12.410Z,39.473,143.36,25.9,4.7,mb,135,"off the east coast of Honshu, Japan",earthquake
2013/04/01,2013/04/01T19:09:34.210Z,39.208,141.98,10,4.6,mb,177.5,"28km SE of Kamaishi, Japan",earthquake
2013/04/01,2013/04/01T18:56:49.760Z,39.446,143.498,10,4.9,mb,135.1,"133km E of Yamada, Japan",earthquake
2013/04/01,2013/04/01T18:53:17.420Z,39.526,143.167,14,6,mww,52.5,"108km E of Miyako, Japan",earthquake
2013/04/01,2013/04/01T08:45:15.640Z,30.573,130.994,43.8,4.6,mb,124.7,"13km SSW of Nishinoomote, Japan",earthquake
2013/03/31,2013/03/31T07:46:17.640Z,38.868,141.936,35,5.3,mb,50,"23km SE of Ofunato, Japan",earthquake
2013/03/28,2013/03/28T13:49:08.620Z,35.433,141.12,10,4.5,mb,120.8,"near the east coast of Honshu, Japan",earthquake
2013/03/27,2013/03/27T19:46:00.490Z,26.039,128.383,17.6,4.6,mb,121.2,"65km ESE of Haebaru, Japan",earthquake
2013/03/27,2013/03/27T01:25:46.120Z,45.427,142.605,283.6,4.9,mb,58,"68km E of Makubetsu, Japan",earthquake
2013/03/26,2013/03/26T11:55:15.000Z,35.778,140.881,10,4.6,mb,93.9,"2km NNE of Hasaki, Japan",earthquake
2013/03/26,2013/03/26T11:48:22.560Z,35.745,140.814,10,4.7,mb,102.4,"5km NW of Hasaki, Japan",earthquake
2013/03/26,2013/03/26T09:59:13.000Z,33.707,140.593,67.8,4.5,mb,99,"Izu Islands, Japan region",earthquake
2013/03/26,2013/03/26T07:28:15.850Z,37.48,143.712,35,4.6,mb,129.7,"233km ESE of Ishinomaki, Japan",earthquake
2013/03/21,2013/03/21T22:20:37.210Z,37.648,141.666,53.9,4.6,mb,118.4,"61km ENE of Namie, Japan",earthquake
2013/03/21,2013/03/21T05:34:33.950Z,36.724,140.357,71.9,4.7,mb,61.4,"4km ESE of Daigo, Japan",earthquake
2013/03/19,2013/03/19T20:23:43.730Z,46.058,150.56,115.7,4.7,mb,101.4,"229km ENE of Kuril'sk, Russia",earthquake
2013/03/18,2013/03/18T19:04:33.890Z,29.987,143.063,10,4.6,mb,136.9,"Izu Islands, Japan region",earthquake
2013/03/17,2013/03/17T21:53:39.150Z,36.435,140.592,58.6,4.6,mb,111.9,"8km W of Funaishikawa, Japan",earthquake
2013/03/17,2013/03/17T08:09:03.560Z,44.345,149.002,52.1,4.5,mb,127.6,"127km SE of Kuril'sk, Russia",earthquake
2013/03/16,2013/03/16T17:24:55.350Z,36.123,141.594,41.8,4.9,mb,64.9,"81km NE of Hasaki, Japan",earthquake
2013/03/15,2013/03/15T23:11:52.430Z,39.646,142.117,71.5,4.7,mb,125.1,"14km E of Miyako, Japan",earthquake
2013/03/15,2013/03/15T16:48:51.280Z,30.902,138.45,385.4,4.8,mb,45,"272km SSW of Hachijo/jima, Japan",earthquake
2013/03/15,2013/03/15T00:21:21.950Z,25.25,124.793,97.3,4.7,mb,90.7,"70km NW of Hirara, Japan",earthquake
2013/03/13,2013/03/13T20:02:58.430Z,35.459,140.028,72.4,4.8,mb,100,"7km WSW of Ichihara, Japan",earthquake
2013/03/12,2013/03/12T21:32:28.270Z,39.302,141.844,72.7,5,mb,130.9,"5km NW of Kamaishi, Japan",earthquake
2013/03/11,2013/03/11T09:59:43.730Z,31.598,131.632,33.7,4.7,mb,121.7,"24km E of Nichinan, Japan",earthquake
2013/03/11,2013/03/11T09:34:52.170Z,31.603,131.534,36.9,5.2,mb,37.4,"14km NE of Nichinan, Japan",earthquake
2013/03/11,2013/03/11T05:34:57.360Z,31.138,130.348,162.7,4.7,mb,34.6,"9km SW of Makurazaki, Japan",earthquake
2013/03/10,2013/03/10T01:19:41.420Z,41.101,143.462,42.8,4.7,mb,129.4,"164km SE of Shizunai, Japan",earthquake
2013/03/09,2013/03/09T20:11:31.850Z,42.632,144.943,48.5,4.9,mb,72.8,"60km SE of Kushiro, Japan",earthquake
2013/03/09,2013/03/09T14:16:53.270Z,49.239,156.281,46.6,4.7,mb,135.2,"163km S of Severo/Kuril'sk, Russia",earthquake
2013/03/09,2013/03/09T13:44:40.300Z,46.23,152.992,35,4.5,mb,136.4,Kuril Islands,earthquake
2013/03/09,2013/03/09T12:16:33.590Z,43.173,144.72,102.8,4.9,mb,78.4,"35km NE of Kushiro, Japan",earthquake
2013/03/08,2013/03/08T23:17:54.210Z,45.818,153.269,35,4.8,mb,49.4,East of the Kuril Islands,earthquake
2013/03/08,2013/03/08T05:27:02.720Z,46.468,150.772,33,4.6,mb,93.7,"262km ENE of Kuril'sk, Russia",earthquake
2013/03/05,2013/03/05T20:32:45.540Z,27.386,128.304,51.1,5.3,mb,40.2,"96km NNE of Nago, Japan",earthquake
2013/03/04,2013/03/04T20:56:35.370Z,50.813,157.223,49.2,5.3,mb,86.9,"84km E of Severo/Kuril'sk, Russia",earthquake
2013/03/04,2013/03/04T19:12:57.280Z,45.925,149.06,151.2,4.6,mb,82.6,"122km NE of Kuril'sk, Russia",earthquake
2013/03/02,2013/03/02T20:58:13.380Z,37.851,141.97,67,4.6,mb,189,"85km SE of Ishinomaki, Japan",earthquake
2013/03/01,2013/03/01T16:35:27.500Z,34.283,140.008,50,4.7,mb,103.1,"74km S of Tateyama, Japan",earthquake
2013/02/27,2013/02/27T23:37:55.700Z,28.618,128.368,43.7,4.7,mb,124.5,"112km WNW of Naze, Japan",earthquake
2013/02/27,2013/02/27T10:24:12.600Z,41.543,142.047,74.9,4.6,mb,69.2,"75km ENE of Mutsu, Japan",earthquake
2013/02/26,2013/02/26T20:44:55.760Z,26.617,129.12,14.5,5,mb,43.8,"116km E of Nago, Japan",earthquake
2013/02/26,2013/02/26T17:31:20.400Z,40.007,142.374,61.6,4.7,mb,61,"55km NE of Miyako, Japan",earthquake
2013/02/26,2013/02/26T12:46:14.630Z,38.705,142.073,50.9,4.7,mb,98.4,"59km SE of Ofunato, Japan",earthquake
2013/02/25,2013/02/25T16:19:27.980Z,38.337,141.711,65.4,4.7,mb,129.8,"36km ESE of Ishinomaki, Japan",earthquake
2013/02/25,2013/02/25T16:00:19.640Z,29.011,131.505,45.5,5.4,mwc,29.9,"197km SSE of Nishinoomote, Japan",earthquake
2013/02/25,2013/02/25T07:34:43.830Z,36.84,139.388,10,4.6,mb,117.2,"24km WNW of Nikko, Japan",earthquake
2013/02/25,2013/02/25T07:23:55.960Z,36.844,139.245,10,5.8,mww,24.5,"31km NNE of Numata, Japan",earthquake
2013/02/25,2013/02/25T03:52:35.920Z,37.689,142.049,37.7,4.5,mb,81.4,"95km ENE of Namie, Japan",earthquake
2013/02/24,2013/02/24T04:55:18.980Z,37.014,140.65,47.3,4.6,mb,96.9,"21km W of Iwaki, Japan",earthquake
2013/02/23,2013/02/23T14:40:13.440Z,35.224,141.095,16,4.8,mb,57.6,"57km ESE of Ohara, Japan",earthquake
2013/02/23,2013/02/23T11:27:15.930Z,35.264,141.167,35,4.7,mb,97.3,"60km SSE of Hasaki, Japan",earthquake
2013/02/23,2013/02/23T00:46:22.970Z,37.922,142.939,45.5,4.6,mb,142.5,"153km ESE of Ishinomaki, Japan",earthquake
2013/02/21,2013/02/21T19:59:46.290Z,30.183,130.994,35.4,4.8,mb,79.2,"61km S of Nishinoomote, Japan",earthquake
2013/02/21,2013/02/21T17:20:57.590Z,47.836,156.323,35,5.2,mb,65.3,East of the Kuril Islands,earthquake
2013/02/21,2013/02/21T15:34:10.700Z,38.28,141.862,70.1,4.8,mb,48.8,"48km E of Ishinomaki, Japan",earthquake
2013/02/21,2013/02/21T14:05:55.920Z,29.269,142.282,14.2,5.2,mb,50.1,"240km N of Chichi/shima, Japan",earthquake
2013/02/20,2013/02/20T20:12:40.060Z,24.912,142.519,36.8,4.5,mb,129.3,"120km E of Iwo Jima, Japan",earthquake
2013/02/20,2013/02/20T18:55:07.440Z,35.796,135.2,359.2,4.5,mb,41.6,"29km N of Miyazu, Japan",earthquake
2013/02/20,2013/02/20T17:44:33.490Z,25.123,127.9,11.4,4.6,mb,130.9,"113km SSE of Itoman, Japan",earthquake
2013/02/20,2013/02/20T14:02:35.680Z,24.881,142.523,44.6,4.7,mb,80.7,"120km E of Iwo Jima, Japan",earthquake
2013/02/20,2013/02/20T09:14:22.680Z,44.618,146.679,145.2,4.5,mb,134.6,"104km WSW of Kuril'sk, Russia",earthquake
2013/02/19,2013/02/19T12:27:36.140Z,35.251,140.955,20,5.4,mww,54.1,"52km E of Ohara, Japan",earthquake
2013/02/18,2013/02/18T17:10:07.660Z,35.598,140.232,65.7,4.6,mb,142,"7km SSE of Yotsukaido, Japan",earthquake
2013/02/18,2013/02/18T16:01:58.330Z,25.608,125.047,10,4.8,mb,87.1,"92km NNW of Hirara, Japan",earthquake
2013/02/18,2013/02/18T11:10:49.500Z,38.716,142.251,49.2,4.5,mb,124.9,"60km SE of Ofunato, Japan",earthquake
2013/02/18,2013/02/18T11:06:44.680Z,38.811,142.175,63.5,4.6,mb,155.6,"49km SE of Ofunato, Japan",earthquake
2013/02/18,2013/02/18T10:59:39.560Z,32.099,138.719,35,4.6,mb,84.5,"149km SW of Hachijo/jima, Japan",earthquake
2013/02/18,2013/02/18T08:59:55.060Z,47.007,156.535,10,4.6,mb,125.9,East of the Kuril Islands,earthquake
2013/02/18,2013/02/18T07:55:11.090Z,37.213,142.372,35,4.5,mb,142.9,"off the east coast of Honshu, Japan",earthquake
2013/02/16,2013/02/16T22:17:32.130Z,43.539,146.675,46.1,5.3,mwb,39.5,"35km S of Shikotan, Russia",earthquake
2013/02/16,2013/02/16T20:45:24.510Z,40.759,145.037,10,4.5,mb,136.5,"252km SSE of Kushiro, Japan",earthquake
2013/02/16,2013/02/16T01:32:49.680Z,37.349,141.508,49.2,4.7,mb,97.6,"47km ESE of Namie, Japan",earthquake
2013/02/16,2013/02/16T01:30:07.450Z,38.274,141.859,66.4,4.5,mb,107.3,"51km ESE of Ishinomaki, Japan",earthquake
2013/02/14,2013/02/14T23:35:43.000Z,44.505,149.056,54,4.5,mb,109.1,"123km SE of Kuril'sk, Russia",earthquake
2013/02/14,2013/02/14T18:22:38.660Z,36.47,142.652,35,4.5,mb,157.1,"179km ESE of Iwaki, Japan",earthquake
2013/02/14,2013/02/14T17:17:12.330Z,36.659,141.791,35.4,4.6,mb,110.3,"85km ESE of Iwaki, Japan",earthquake
2013/02/13,2013/02/13T19:52:40.880Z,37.637,143.763,20.3,4.7,mb,119.1,"232km ESE of Ishinomaki, Japan",earthquake
2013/02/13,2013/02/13T18:44:13.090Z,46.436,153.366,37.4,4.5,mb,136.4,Kuril Islands,earthquake
2013/02/13,2013/02/13T03:57:42.500Z,30.252,131.412,10,5.2,mwb,25.9,"63km SE of Nishinoomote, Japan",earthquake
2013/02/13,2013/02/13T02:21:39.810Z,38.488,141.751,84.3,4.7,mb,110,"43km ENE of Ishinomaki, Japan",earthquake
2013/02/12,2013/02/12T07:24:47.960Z,31.42,140.204,10,4.6,mb,105.8,"188km SSE of Hachijo/jima, Japan",earthquake
2013/02/11,2013/02/11T19:20:39.650Z,25.57,125.299,35,4.5,mb,140.3,"southwestern Ryukyu Islands, Japan",earthquake
2013/02/11,2013/02/11T03:45:43.800Z,38.595,142.168,57.6,4.6,mb,121.4,"65km SE of Ofunato, Japan",earthquake
2013/02/09,2013/02/09T22:04:02.390Z,37.041,142.3,11.8,4.7,mb,120,"off the east coast of Honshu, Japan",earthquake
2013/02/09,2013/02/09T04:43:07.960Z,36.879,141.091,35.6,5,mb,64.4,"26km SE of Iwaki, Japan",earthquake
2013/02/08,2013/02/08T05:15:54.390Z,38.13,142.925,46.1,4.5,mb,50.3,"145km ESE of Ishinomaki, Japan",earthquake
2013/02/08,2013/02/08T00:54:17.380Z,39.183,142.88,47.5,4.6,mb,134.8,"91km E of Kamaishi, Japan",earthquake
2013/02/08,2013/02/08T00:17:41.130Z,29.294,142.165,12.6,4.5,mb,134.8,"Izu Islands, Japan region",earthquake
2013/02/07,2013/02/07T22:47:58.550Z,29.264,141.987,23.2,4.6,mb,77.8,"241km N of Chichi/shima, Japan",earthquake
2013/02/07,2013/02/07T07:56:59.610Z,29.325,142.218,29.7,4.7,mb,127.6,"Izu Islands, Japan region",earthquake
2013/02/06,2013/02/06T12:17:07.000Z,29.518,143.295,35,4.5,mb,211.6,"289km NNE of Chichi/shima, Japan",earthquake
2013/02/06,2013/02/06T09:31:48.840Z,35.7,140.064,51.2,4.8,mb,132.4,"3km NE of Narashino, Japan",earthquake
2013/02/05,2013/02/05T16:15:30.970Z,28.782,128.607,50.1,5,mb,72.7,"97km WNW of Naze, Japan",earthquake
2013/02/05,2013/02/05T13:31:03.780Z,38.682,142.027,52.7,4.7,mb,99,"50km SSE of Ofunato, Japan",earthquake
2013/02/05,2013/02/05T03:48:21.570Z,45.528,151.446,56.3,4.6,mb,136.1,Kuril Islands,earthquake
2013/02/05,2013/02/05T03:24:50.350Z,45.485,151.316,34.2,5.1,mb,92.3,"268km E of Kuril'sk, Russia",earthquake
2013/02/04,2013/02/04T19:08:50.610Z,29.269,142.079,31,4.7,mb,105.9,"246km N of Chichi/shima, Japan",earthquake
